band_banding,original_band,other_bands_banding,event_type_banding,event_date_banding,event_day_banding,event_month_banding,event_year_banding,iso_country_banding,iso_subdivision_banding,lat_dd_banding,lon_dd_banding,coordinates_precision_code_banding,band_type_code_banding,species_name_banding,species_id_banding,bird_status_banding,extra_info_code_banding,age_code_banding,sex_code_banding,permit_banding,band_status_code_banding,how_obtained_code_banding,who_obtained_code_banding,reporting_method_banding,present_condition_banding,min_age_at_enc_banding,record_source_banding,record_id_banding,species_scientific_name_banding,band_recap_enc,other_bands_recap_enc,event_type_recap_enc,event_date_recap_enc,event_day_recap_enc,event_month_recap_enc,event_year_recap_enc,iso_country_recap_enc,iso_subdivision_recap_enc,lat_dd_recap_enc,lon_dd_recap_enc,coordinates_precision_code_recap_enc,band_type_code_recap_enc,species_name_recap_enc,species_id_recap_enc,bird_status_recap_enc,extra_info_code_recap_enc,age_code_recap_enc,sex_code_recap_enc,permit_recap_enc,band_status_code_recap_enc,how_obtained_code_recap_enc,who_obtained_code_recap_enc,reporting_method_recap_enc,present_condition_recap_enc,min_age_at_enc_recap_enc,record_source_recap_enc,record_id_recap_enc,species_scientific_name_recap_enc,distance_km
B24933382864,B24933382864,,B,12/31/2006,31,12,2006,US,US-MS,30.57,-89.64444,0,11,Rufous Hummingbird,4330,3,00,2.0,4.0,P2720191,0,,,,,,B,-36982892,Selasphorus rufus,B24933382864,,E,08/31/2007,31,8,2007,US,US-LA,30.41667,-90.08333,10,11,RUFOUS HUMMINGBIRD,4330,,,,,,,66.0,23.0,7.0,7.0,1.17,E,-12393169,Selasphorus rufus,45.43529994681144
B25833462224,B25833462224,,B,10/03/2010,3,10,2010,US,US-TX,28.75,-97.08333,10,11,Ruby-throated Hummingbird,4280,3,00,2.0,4.0,P1711771,0,,,,,,B,-61374789,Archilochus colubris,B25833462224,,E,04/26/2011,26,4,2011,US,US-OH,38.93278,-83.30306,0,11,RUBY-THROATED HUMMINGBIRD,4280,,,,,,,3.0,21.0,7.0,7.0,0.83,E,-8755701,Archilochus colubris,1699.9904454460373
B25933052222,B25933052222,,B,01/06/2002,6,1,2002,US,US-AL,30.58333,-87.91667,10,11,Rufous Hummingbird,4330,3,00,1.0,5.0,P2723703,0,,,,,,B,-36894413,Selasphorus rufus,B25933052222,,E,12/04/2002,4,12,2002,US,US-LA,32.41667,-93.75,10,11,,4330,,,,,,,66.0,23.0,6.0,7.0,1.5,E,-9313227,Selasphorus rufus,590.1769273340958
B25933338233,B25933338233,,B,08/30/2001,30,8,2001,US,US-PA,40.08333,-79.25,10,11,Ruby-throated Hummingbird,4280,3,00,2.0,5.0,P9991261,0,,,,,,B,-75816349,Archilochus colubris,B25933338233,,E,09/02/2002,2,9,2002,US,US-IL,37.58333,-89.41667,10,11,,4280,,,,,,,66.0,23.0,7.0,7.0,1.25,E,-9299918,Archilochus colubris,924.7306813499098
B25933732303,B25933732303,,B,01/13/2001,13,1,2001,US,US-GA,33.91667,-83.91667,10,11,Rufous Hummingbird,4330,3,00,5.0,5.0,P2723343,0,,,,,,B,-36881193,Selasphorus rufus,B25933732303,,E,11/16/2002,16,11,2002,US,US-KY,36.75,-86.58333,10,11,,4330,,,,,,,66.0,23.0,6.0,7.0,2.42,E,-11346278,Selasphorus rufus,396.93859882712843
B26833006230,B26833006230,,B,08/28/2008,28,8,2008,US,US-IL,37.35083,-89.33528,0,11,Ruby-throated Hummingbird,4280,3,00,2.0,4.0,P7721981,0,,,,,,B,-37074509,Archilochus colubris,B26833006230,,E,09/06/2009,6,9,2009,US,US-AR,33.41667,-94.08333,10,11,HUMMING BIRD,4280,,,,,,,0.0,21.0,1.0,4.0,1.25,E,-8884239,Archilochus colubris,613.5250106842204
B26933125659,B26933125659,,B,09/08/1997,8,9,1997,US,US-PA,40.08333,-79.25,10,11,Ruby-throated Hummingbird,4280,3,00,2.0,4.0,P9991261,0,,,,,,B,-75941216,Archilochus colubris,B26933125659,,E,05/19/1998,19,5,1998,US,US-ME,42.91667,-70.58333,10,11,,4280,,,,,,,66.0,23.0,6.0,7.0,0.92,E,-12562017,Archilochus colubris,788.5894018440591
B26933230122,B26933230122,,B,05/14/2011,14,5,2011,US,US-OH,41.58333,-83.08333,10,11,Ruby-throated Hummingbird,4280,3,00,1.0,4.0,P7736327,0,,,,,,B,-60764523,Archilochus colubris,B26933230122,,E,07/01/2011,1,7,2011,US,US-MI,41.83222,-83.86972,0,11,RUBY-THROATED HUMMINGBIRD,4280,,,,,,,14.0,21.0,7.0,4.0,1.08,E,-8738419,Archilochus colubris,71.048240113933
B26933793277,B26933793277,,B,01/27/1996,27,1,1996,US,US-AL,30.58333,-87.91667,10,11,Rufous Hummingbird,4330,3,00,5.0,4.0,P1711251,0,,,,,,B,-65220915,Selasphorus rufus,B26933793277,,E,01/11/1997,11,1,1997,US,US-MS,32.25,-89.5,33,11,,4330,,,,,,,0.0,20.0,1.0,3.0,1.58,E,-11302160,Selasphorus rufus,238.35194190898946
B30833099470,B30833099470,,B,09/14/2012,14,9,2012,US,US-TX,28.07417,-97.06222,0,11,Ruby-throated Hummingbird,4280,3,00,1.0,5.0,P1711251,0,,,,,,B,-37216507,Archilochus colubris,B30833099470,,E,07/23/2014,23,7,2014,CA,CA-QC,46.595,-70.64028,0,11,Ruby-throated Hummingbird,4280,,,,,,,3.0,21.0,12.0,5.0,3.08,E,-8945253,Archilochus colubris,3088.6429627064717
B30833107398,B30833107398,,B,05/14/2014,14,5,2014,US,US-NY,43.32333,-77.7175,0,11,Ruby-throated Hummingbird,4280,3,00,1.0,5.0,P8728757,0,,,,,,B,-52735479,Archilochus colubris,B30833107398,,E,09/04/2014,4,9,2014,CA,CA-ON,44.30667,-76.41639,11,11,Ruby-throated Hummingbird,4280,,,,,,,66.0,23.0,12.0,7.0,1.25,E,-10005952,Archilochus colubris,151.30778018566286
B30833468193,B30833468193,,B,01/25/2013,25,1,2013,US,US-LA,30.10833,-91.00833,1,11,Rufous Hummingbird,4330,3,08,5.0,5.0,P4744824,0,,,,,,B,-37000930,Selasphorus rufus,B30833468193,,E,08/20/2014,20,8,2014,US,US-TX,31.23566,-98.01819,0,11,Rufous Hummingbird,4330,,,,,P4724797,,66.0,23.0,7.0,7.0,2.17,E,-12927891,Selasphorus rufus,683.1502470549493
B30833663313,B30833663313,,B,04/28/2012,28,4,2012,CA,CA-BC,48.92917,-123.59167,0,11,Rufous Hummingbird,4330,3,00,1.0,4.0,P3839448,0,,,,,,B,-52749865,Selasphorus rufus,B30833663313,,E,10/29/2016,29,10,2016,US,US-VA,37.28958,-75.97132,11,11,UNKNOWN,4330,,,,,,,98.0,21.0,12.0,2.0,,E,-9906718,Selasphorus rufus,4011.7761261879646
B30833744823,B30833744823,,B,08/27/2012,27,8,2012,US,US-TX,30.62528,-104.13083,0,11,Rufous Hummingbird,4330,3,00,2.0,5.0,P9969249,0,,,,,,B,-36964573,Selasphorus rufus,B30833744823,,E,07/04/2013,4,7,2013,US,US-AK,60.06535,-148.01576,11,11,Rufous Hummingbird,4330,,,,,P4724191,,66.0,23.0,7.0,7.0,1.08,E,-12584311,Selasphorus rufus,4600.395257203976
B30833744823,B30833744823,,B,08/27/2012,27,8,2012,US,US-TX,30.62528,-104.13083,0,11,Rufous Hummingbird,4330,3,00,2.0,5.0,P9969249,0,,,,,,B,-36964573,Selasphorus rufus,B30833744823,,E,06/24/2014,24,6,2014,US,US-AK,60.06535,-148.01576,11,11,Rufous Hummingbird,4330,,,,,P4724191,,66.0,23.0,7.0,7.0,2.0,E,-12588800,Selasphorus rufus,4600.395257203976
B30833764353,B30833764353,,B,07/28/2011,28,7,2011,US,US-TX,30.62528,-104.13083,0,11,Rufous Hummingbird,4330,3,00,2.0,4.0,P9969249,0,,,,,,B,-37007376,Selasphorus rufus,B30833764353,,E,07/25/2014,25,7,2014,US,US-ID,43.3813,-112.12331,11,11,HUMMING BIRD,4330,,,,,,,13.0,21.0,61.0,10.0,3.08,E,-8944492,Selasphorus rufus,1582.4580318657602
B30833843220,B30833843220,,B,10/24/2012,24,10,2012,US,US-SC,33.52083,-79.06639,0,11,Ruby-throated Hummingbird,4280,3,00,2.0,4.0,P0720652,0,,,,,,B,-37138426,Archilochus colubris,B30833843220,,E,12/18/2012,18,12,2012,US,US-NC,35.47989,-76.28436,11,11,Ruby-throated Hummingbird,4280,,,,,P7723572,,66.0,23.0,7.0,7.0,0.5,E,-8664919,Archilochus colubris,335.39471058384606
B30833874510,B30833874510,,B,09/07/2012,7,9,2012,US,US-TX,28.05833,-97.04167,1,11,Ruby-throated Hummingbird,4280,3,00,2.0,5.0,P2729589,0,,,,,,B,-37275282,Archilochus colubris,B30833874510,,E,09/01/2014,1,9,2014,US,US-AL,33.9389,-86.25311,0,11,Ruby-throated Hummingbird,4280,,,,,,,66.0,23.0,7.0,7.0,2.25,E,-8910136,Archilochus colubris,1218.177705431295
B30833921793,B30833921793,,B,09/24/2019,24,9,2019,US,US-TX,29.04167,-95.475,1,11,Ruby-throated Hummingbird,4280,3,00,1.0,4.0,P5725452,0,,,,,,B,10774834,Archilochus colubris,B30833921793,,E,05/28/2020,28,5,2020,US,US-NY,41.00426,-73.87053,0,11,RUBY-THROATED HUMMINGBIRD,4280,,,,,,,0.0,21.0,7.0,5.0,1.92,E,564155,Archilochus colubris,2366.1125727934123
B30933028500,B30933028500,,B,09/15/2007,15,9,2007,CA,CA-ON,42.03111,-83.04333,0,11,Ruby-throated Hummingbird,4280,3,00,2.0,4.0,P7837893,0,,,,,,B,-37113844,Archilochus colubris,B30933028500,,E,10/02/2007,2,10,2007,US,US-TX,29.08333,-95.58333,10,11,RUBY-THRT HUMMER,4280,,,,,,,66.0,23.0,7.0,7.0,0.33,E,-8878527,Archilochus colubris,1827.7501955901712
B30933042913,B30933042913,,B,02/05/2007,5,2,2007,US,US-AL,30.41667,-87.75,10,11,Rufous Hummingbird,4330,3,00,1.0,5.0,P2723703,0,,,,,,B,-63868860,Selasphorus rufus,B30933042913,,E,12/30/2007,30,12,2007,US,US-LA,30.41667,-90.08333,10,11,RUFOUS HUMMINGBIRD,4330,,,,,,,66.0,23.0,7.0,7.0,1.5,E,-12414692,Selasphorus rufus,224.1839109310997
B30933042913,B30933042913,,B,02/05/2007,5,2,2007,US,US-AL,30.41667,-87.75,10,11,Rufous Hummingbird,4330,3,00,1.0,5.0,P2723703,0,,,,,,B,-63868860,Selasphorus rufus,B30933042913,,E,12/30/2008,30,12,2008,US,US-LA,30.43028,-90.13028,0,11,RUFOUS HUMMINGBIRD,4330,,,,,,,66.0,23.0,7.0,7.0,2.5,E,-12324503,Selasphorus rufus,228.68375926991683
B30933087143,B30933087143,,B,09/01/2007,1,9,2007,US,US-NY,43.39167,-78.375,1,11,Ruby-throated Hummingbird,4280,3,00,2.0,4.0,P7722887,0,,,,,,B,-37232347,Archilochus colubris,B30933087143,,E,10/01/2007,1,10,2007,US,US-TX,29.08333,-95.41667,10,11,RUBY-THRT HUMMER,4280,,,,,,,66.0,23.0,7.0,7.0,0.33,E,-12420823,Archilochus colubris,2197.62658647999
B30933114741,B30933114741,,B,10/05/2006,5,10,2006,US,US-TX,28.75,-97.08333,10,11,Ruby-throated Hummingbird,4280,3,00,2.0,4.0,P1711771,0,,,,,,B,-64041568,Archilochus colubris,B30933114741,,E,05/99/2007,99,5,2007,US,US-WI,45.08333,-90.58333,10,11,RUBY-THRT HUMMER,4280,,,,,,,0.0,21.0,7.0,4.0,0.92,E,-12481314,Archilochus colubris,1901.2822058083837
B30933227382,B30933227382,,B,09/23/2008,23,9,2008,US,US-OK,36.58333,-94.75,10,11,Ruby-throated Hummingbird,4280,3,00,2.0,4.0,P1713087,0,,,,,,B,-37267809,Archilochus colubris,B30933227382,,E,06/28/2009,28,6,2009,US,US-WI,43.75,-89.41667,10,11,RUBY-THRT HUMMER,4280,,,,,,,0.0,21.0,7.0,4.0,1.0,E,-12284316,Archilochus colubris,915.8371015954936
B30933279233,B30933279233,,B,07/25/2008,25,7,2008,US,US-CO,40.43139,-105.5025,0,11,Rufous Hummingbird,4330,3,00,1.0,5.0,P2722447,0,,,,,,B,-37012483,Selasphorus rufus,B30933279233,,E,08/04/2009,4,8,2009,CA,CA-BC,53.08333,-119.91667,10,11,RUFOUS HUMMINGBIRD,4330,,,,,,,66.0,23.0,1.0,7.0,2.17,E,-12212400,Selasphorus rufus,1779.2500412364059
B30933388038,B30933388038,,B,01/02/2012,2,1,2012,US,US-MS,30.33306,-89.2025,0,11,Rufous Hummingbird,4330,3,00,5.0,5.0,P2720191,0,,,,,,B,-37012393,Selasphorus rufus,B30933388038,,E,08/25/2012,25,8,2012,US,US-TX,32.85703,-96.45068,11,11,RUFOUS HUMMINGBIRD,4330,,,,,,,52.0,21.0,7.0,7.0,1.17,E,-8701384,Selasphorus rufus,742.4181705969892
B30933388913,B30933388913,,B,01/04/2012,4,1,2012,US,US-MS,30.39139,-89.35278,0,11,Rufous Hummingbird,4330,3,00,5.0,4.0,P2720191,0,,,,,,B,-37012389,Selasphorus rufus,B30933388913,,E,01/22/2014,22,1,2014,US,US-LA,30.43314,-91.1411,0,11,Rufous Hummingbird,4330,,,,,P4744824,,66.0,23.0,7.0,7.0,2.58,E,-10040244,Selasphorus rufus,171.89120757802698
B30933389403,B30933389403,,B,01/10/2009,10,1,2009,US,US-MS,30.33306,-89.2025,0,11,Rufous Hummingbird,4330,3,00,5.0,5.0,P2720191,0,,,,,,B,-36885991,Selasphorus rufus,B30933389403,,E,12/01/2009,1,12,2009,US,US-TN,36.59194,-82.03194,0,11,RUFOUS HUMMINGBIRD,4330,,,,,,,66.0,23.0,7.0,7.0,1.5,E,-8884181,Selasphorus rufus,961.7957935351819
B30933456753,B30933456753,,B,08/10/2008,10,8,2008,US,US-WV,38.58333,-80.08333,10,11,Ruby-throated Hummingbird,4280,3,00,1.0,5.0,P1711251,0,,,,,,B,-63018998,Archilochus colubris,B30933456753,,E,05/15/2022,15,5,2022,US,US-NY,44.66978,-74.98131,11,11,Unknown,4280,,,,,,,98.0,21.0,7.0,5.0,,E,855299,Archilochus colubris,798.1954377959565
B30933583185,B30933583185,,B,09/30/2008,30,9,2008,US,US-NC,35.75,-81.25,10,11,Ruby-throated Hummingbird,4280,3,08,2.0,4.0,P7723572,0,,,,,,B,-62815484,Archilochus colubris,B30933583185,,E,10/12/2008,12,10,2008,US,US-TX,28.05667,-97.04611,0,11,RUBY-THRT HUMMER,4280,,,,,,,66.0,23.0,7.0,7.0,0.33,E,-12313707,Archilochus colubris,1717.2959661006557
B30933626983,B30933626983,,B,09/21/2006,21,9,2006,US,US-TX,28.75,-97.08333,10,11,Ruby-throated Hummingbird,4280,3,00,2.0,5.0,P1711771,0,,,,,,B,-64004571,Archilochus colubris,B30933626983,,E,08/99/2007,99,8,2007,US,US-AR,36.41667,-92.41667,10,11,RUBY-THROATED HUMMINGBIRD,4280,,,,,,,0.0,23.0,1.0,5.0,1.17,E,-12467749,Archilochus colubris,956.1260202736332
B30933634749,B30933634749,,B,08/03/2006,3,8,2006,US,US-WV,39.08333,-79.75,10,11,Ruby-throated Hummingbird,4280,3,00,1.0,5.0,P1711251,0,,,,,,B,-37052727,Archilochus colubris,B30933634749,,E,05/28/2007,28,5,2007,US,US-AL,33.75,-86.58333,10,11,RUBY-THRT HUMMER,4280,,,,,,,66.0,23.0,7.0,7.0,1.92,E,-12480870,Archilochus colubris,851.4584411147746
B30933875353,B30933875353,,B,06/25/2007,25,6,2007,US,US-IL,37.50722,-89.32222,0,11,Ruby-throated Hummingbird,4280,3,00,1.0,4.0,P7721981,0,,,,,,B,-37221118,Archilochus colubris,B30933875353,,E,08/27/2008,27,8,2008,US,US-AR,35.75,-91.75,10,11,RUBY-THRT HUMMER,4280,,,,,,,3.0,21.0,7.0,7.0,2.17,E,-12382652,Archilochus colubris,291.8313889732827
B31833367638,B31833367638,,B,09/02/2022,2,9,2022,US,US-IL,39.15833,-89.74167,1,11,Ruby-throated Hummingbird,4280,3,00,2.0,5.0,P9992049,0,,,,,,B,17273956,Archilochus colubris,B31833367638,,E,09/05/2022,5,9,2022,US,US-TX,31.41667,-95.58333,0,11,RUBY-THROATED HUMMINGBIRD,4280,,,,,P5725932,,66.0,23.0,7.0,7.0,0.25,E,890051,Archilochus colubris,1009.4330788417759
B31833734344,B31833734344,,B,06/18/2021,18,6,2021,US,US-IL,37.80889,-89.51861,0,11,Ruby-throated Hummingbird,4280,3,00,1.0,5.0,P7721981,0,,,,,,B,16115820,Archilochus colubris,B31833734344,,E,09/10/2022,10,9,2022,US,US-TX,31.20869,-94.07778,0,11,Hummingbird,4280,,,,,,,0.0,21.0,7.0,5.0,2.25,E,889969,Archilochus colubris,843.12751217697
B31933169476,B31933169476,,B,07/16/1990,16,7,1990,US,US-CO,38.91667,-106.91667,10,11,Rufous Hummingbird,4330,3,08,1.0,5.0,P9993769,0,,,,,,B,-36873109,Selasphorus rufus,B31933169476,,E,06/19/1991,19,6,1991,CA,CA-BC,49.08333,-123.91667,10,11,,4330,,,,,,,23.0,21.0,2.0,5.0,2.0,E,-13082579,Selasphorus rufus,1763.5339365316645
B31933526439,B31933526439,,B,03/21/1999,21,3,1999,US,US-LA,30.41667,-90.08333,10,11,Rufous Hummingbird,4330,3,08,5.0,5.0,P4744824,0,,,,,,B,-54947679,Selasphorus rufus,B31933526439,,E,01/07/2002,7,1,2002,US,US-NC,35.25,-79.41667,10,11,,4330,,,,,,,66.0,23.0,7.0,8.0,3.58,E,-9350005,Selasphorus rufus,1132.497573999648
B31933607390,B31933607390,,B,07/25/1988,25,7,1988,US,US-MT,47.91667,-113.91667,10,11,Rufous Hummingbird,4330,3,00,2.0,5.0,P4745545,0,,,,,,B,-65087131,Selasphorus rufus,B31933607390,,E,08/09/1988,9,8,1988,US,US-CO,38.91667,-106.91667,10,11,,4330,,,,,,,66.0,22.0,1.0,7.0,0.17,E,-10133595,Selasphorus rufus,1148.2935449002255
B31933810271,B31933810271,,B,05/12/1994,12,5,1994,US,US-MT,47.91667,-113.91667,10,11,Rufous Hummingbird,4330,3,00,1.0,4.0,P4745545,0,,,,,,B,-65098952,Selasphorus rufus,B31933810271,,E,04/25/1995,25,4,1995,US,US-CA,39.75,-121.91667,10,11,,4330,,,,,,,13.0,22.0,1.0,4.0,1.83,E,-12977565,Selasphorus rufus,1111.039186604451
B32833485398,B32833485398,,B,08/22/2020,22,8,2020,US,US-TN,36.53444,-87.32389,0,11,Ruby-throated Hummingbird,4280,3,00,2.0,4.0,P6726232,0,,,,,,B,12478616,Archilochus colubris,B32833485398,,E,09/07/2020,7,9,2020,US,US-IL,39.15048,-89.74605,0,11,RUBY-THROATED HUMMINGBIRD,4280,,,,,,,66.0,23.0,7.0,7.0,0.25,E,576295,Archilochus colubris,360.1941992399664
B32833616193,B32833616193,,B,09/25/2019,25,9,2019,US,US-IN,39.59167,-85.225,1,11,Ruby-throated Hummingbird,4280,3,00,2.0,4.0,P7703687,0,,,,,,B,11642826,Archilochus colubris,B32833616193,,E,06/22/2020,22,6,2020,US,US-OH,40.32896,-82.46282,0,11,RUBY-THROATED HUMMINGBIRD,4280,,,,,,,0.0,21.0,7.0,4.0,1.0,E,565935,Archilochus colubris,249.79086376223884
B32833820828,B32833820828,,B,07/29/2020,29,7,2020,US,US-UT,38.10833,-111.34167,1,11,Rufous Hummingbird,4330,3,00,2.0,5.0,P1716506,0,,,,,,B,12915436,Selasphorus rufus,B32833820828,,E,09/01/2020,1,9,2020,US,US-AZ,31.87618,-109.91583,11,11,Hummingbird,4330,,,,,P4743567,,0.0,23.0,7.0,4.0,0.25,E,571518,Selasphorus rufus,703.517953195777
B32933003060,B32933003060,,B,09/04/1980,4,9,1980,US,US-PA,40.08333,-79.25,10,11,Ruby-throated Hummingbird,4280,3,00,2.0,4.0,P9991261,0,,,,,,B,-65089713,Archilochus colubris,B32933003060,,E,06/05/1982,5,6,1982,CA,CA-QC,47.08333,-71.41667,10,11,,4280,,,,,,,0.0,22.0,1.0,5.0,2.0,E,-11894927,Archilochus colubris,1001.4848593842772
B32933430432,B32933430432,,B,09/26/1991,26,9,1991,US,US-SC,34.91667,-81.25,10,11,Ruby-throated Hummingbird,4280,3,08,2.0,4.0,P7747094,0,,,,,,B,-37064263,Archilochus colubris,B32933430432,,E,10/06/1991,6,10,1991,US,US-GA,33.75,-83.58333,10,11,,4280,,,,,,,66.0,23.0,1.0,7.0,0.33,E,-10099696,Archilochus colubris,250.6928919230805
B33833109313,B33833109313,,B,08/01/2016,1,8,2016,US,US-UT,37.79167,-111.40833,1,11,Rufous Hummingbird,4330,3,00,1.0,5.0,P1716506,0,,,,,,B,-16091287,Selasphorus rufus,B33833109313,,E,06/01/2018,1,6,2018,CA,CA-BC,49.5487,-124.82731,0,11,Rufous Hummingbird,4330,,,,,,,3.0,21.0,7.0,10.0,3.0,E,-8532675,Selasphorus rufus,1691.0395089725255
B33833300990,B33833300990,,B,02/02/2020,2,2,2020,US,US-LA,30.44639,-91.12917,0,11,Rufous Hummingbird,4330,3,00,1.0,5.0,P2722567,0,,,,,,B,13874754,Selasphorus rufus,B33833300990,,E,12/12/2020,12,12,2020,US,US-NC,35.2682,-80.7134,11,11,Rufous Hummingbird,4330,,,,,P7723572,,66.0,23.0,7.0,7.0,1.5,E,616341,Selasphorus rufus,1111.0579399971361
B33833300990,B33833300990,,B,02/02/2020,2,2,2020,US,US-LA,30.44639,-91.12917,0,11,Rufous Hummingbird,4330,3,00,1.0,5.0,P2722567,0,,,,,,B,13874754,Selasphorus rufus,B33833300990,,E,11/20/2022,20,11,2022,US,US-NC,35.08783,-83.94951,0,11,RUFOUS HUMMINGBIRD,4330,,,,,P7727292,,66.0,23.0,7.0,7.0,3.42,E,949309,Selasphorus rufus,846.6273348698044
B33833459233,B33833459233,,B,12/23/2018,23,12,2018,US,US-AL,30.69722,-88.15417,0,11,Rufous Hummingbird,4330,3,00,2.0,5.0,P2723703,0,,,,,,B,-14372394,Selasphorus rufus,B33833459233,,E,12/03/2020,3,12,2020,US,US-NC,35.60807,-82.558,0,11,RUFOUS HUMMINGBIRD,4330,,,,,P7727292,,66.0,23.0,7.0,7.0,2.5,E,613177,Selasphorus rufus,754.163697246594
B33833630853,B33833630853,,B,01/24/2016,24,1,2016,US,US-FL,27.98278,-81.94361,0,11,Ruby-throated Hummingbird,4280,3,00,5.0,4.0,P2723703,0,,,,,,B,-18019955,Archilochus colubris,B33833630853,,E,05/20/2018,20,5,2018,CA,CA-NB,45.15,-66.76667,11,11,Hummingbird,4280,,,,,,,21.0,21.0,12.0,5.0,2.92,E,-8533589,Archilochus colubris,2331.162083229118
B33833765128,B33833765128,,B,05/16/2016,16,5,2016,US,US-OH,41.60833,-82.675,1,11,Ruby-throated Hummingbird,4280,3,00,1.0,5.0,P4748334,0,,,,,,B,-16412652,Archilochus colubris,B33833765128,,E,05/12/2019,12,5,2019,US,US-TX,30.67446,-94.86277,0,11,Humming bird,4280,,,,,,,13.0,21.0,7.0,4.0,3.92,E,-9843699,Archilochus colubris,1632.214328162638
B33933056805,B33933056805,,B,12/29/2005,29,12,2005,US,US-FL,30.75,-87.25,10,11,Rufous Hummingbird,4330,3,00,2.0,4.0,P2723703,0,,,,,,B,-63875827,Selasphorus rufus,B33933056805,,E,12/28/2006,28,12,2006,US,US-LA,32.91667,-92.91667,10,11,Rufous Hummingbird,4330,,,,,,,66.0,23.0,7.0,7.0,1.5,E,-12457618,Selasphorus rufus,587.6521346091228
B33933215233,B33933215233,,B,09/18/2006,18,9,2006,US,US-TX,29.08333,-95.58333,10,11,Ruby-throated Hummingbird,4280,3,00,1.0,4.0,P1711771,0,,,,,,B,-64000168,Archilochus colubris,B33933215233,,E,07/25/2007,25,7,2007,US,US-GA,33.58333,-82.08333,10,11,RUBY-THRT HUMMER,4280,,,,,,,0.0,23.0,7.0,5.0,2.08,E,-12456316,Archilochus colubris,1376.8759204099529
B33933360363,B33933360363,,B,07/21/2007,21,7,2007,US,US-WA,47.39167,-121.40833,1,11,Rufous Hummingbird,4330,3,08,1.0,5.0,P8833768,0,,,,,,B,-36975604,Selasphorus rufus,B33933360363,,E,08/06/2010,6,8,2010,US,US-TX,30.75,-104.08333,10,11,RUFOUS HUMMINGBIRD,4330,,,,,,,66.0,23.0,7.0,7.0,4.17,E,-8809383,Selasphorus rufus,2367.930180538079
B33933460669,B33933460669,,B,01/26/2008,26,1,2008,CR,,10.72333,-85.48333,0,11,Ruby-throated Hummingbird,4280,3,08,1.0,5.0,P7747094,0,,,,,,B,-62752363,Archilochus colubris,B33933460669,,E,06/19/2008,19,6,2008,US,US-GA,31.75,-82.41667,10,11,Hummingbird,4280,,,,,,,21.0,23.0,7.0,3.0,1.0,E,-12327884,Archilochus colubris,2349.5771473796945
B33933514723,B33933514723,,B,05/23/2007,23,5,2007,CA,CA-BC,49.08333,-123.75,10,11,Rufous Hummingbird,4330,3,00,1.0,5.0,P8833768,0,,,,,,B,-61900570,Selasphorus rufus,B33933514723,,E,07/25/2007,25,7,2007,US,US-MT,46.17056,-114.03611,0,11,RUFOUS HUMMINGBIRD,4330,,,,,,,66.0,23.0,7.0,7.0,1.08,E,-8861206,Selasphorus rufus,797.9458171446784
B33933528742,B33933528742,,B,09/06/2005,6,9,2005,US,US-PA,40.08333,-79.25,10,11,Ruby-throated Hummingbird,4280,3,00,2.0,5.0,P9991261,0,,,,,,B,-37078385,Archilochus colubris,B33933528742,,E,09/05/2007,5,9,2007,US,US-WV,39.08333,-79.25,10,11,RUBY-THRT HUMMER,4280,,,,,,,66.0,23.0,62.0,7.0,2.25,E,-12285331,Archilochus colubris,111.02664190777445
B33933558249,B33933558249,,B,09/06/2005,6,9,2005,US,US-IL,37.58333,-89.08333,10,11,Ruby-throated Hummingbird,4280,3,00,2.0,5.0,P7721981,0,,,,,,B,-37063891,Archilochus colubris,B33933558249,,E,05/08/2006,8,5,2006,US,US-TX,28.75,-97.08333,10,11,Ruby-thrt Hummer,4280,,,,,,,66.0,23.0,7.0,7.0,0.92,E,-12476497,Archilochus colubris,1230.3817809502523
B33933749843,B33933749843,,B,02/05/2008,5,2,2008,US,US-LA,30.21833,-91.98583,0,11,Rufous Hummingbird,4330,3,00,6.0,4.0,P2724544,0,,,,,,B,-37004879,Selasphorus rufus,B33933749843,,E,12/06/2009,6,12,2009,US,US-KY,37.68028,-85.82222,0,11,RUFOUS HUMMINGBIRD,4330,,,,,,,66.0,23.0,7.0,7.0,3.5,E,-8832972,Selasphorus rufus,1004.2535510964705
B33933821071,B33933821071,,B,09/14/2007,14,9,2007,US,US-TX,31.08333,-100.41667,10,11,Ruby-throated Hummingbird,4280,3,00,2.0,5.0,P1711771,0,,,,,,B,-37126928,Archilochus colubris,B33933821071,,E,08/18/2008,18,8,2008,US,US-MN,48.25,-96.25,10,11,RUBY-THROAT,4280,,,,,,,0.0,21.0,61.0,5.0,1.17,E,-12392324,Archilochus colubris,1938.489422490569
B33933893368,B33933893368,,B,09/11/2005,11,9,2005,US,US-TX,28.75,-97.08333,10,11,Ruby-throated Hummingbird,4280,3,00,1.0,5.0,P1711771,0,,,,,,B,-37213711,Archilochus colubris,B33933893368,,E,09/28/2010,28,9,2010,US,US-IN,40.88472,-85.90472,0,11,hummingbird,4280,,,,,,,21.0,21.0,62.0,4.0,6.25,E,-8801172,Archilochus colubris,1687.4744983456126
