band_banding,original_band,other_bands_banding,event_type_banding,event_date_banding,event_day_banding,event_month_banding,event_year_banding,iso_country_banding,iso_subdivision_banding,lat_dd_banding,lon_dd_banding,coordinates_precision_code_banding,band_type_code_banding,species_name_banding,species_id_banding,bird_status_banding,extra_info_code_banding,age_code_banding,sex_code_banding,permit_banding,band_status_code_banding,how_obtained_code_banding,who_obtained_code_banding,reporting_method_banding,present_condition_banding,min_age_at_enc_banding,record_source_banding,record_id_banding,species_scientific_name_banding,band_recap_enc,other_bands_recap_enc,event_type_recap_enc,event_date_recap_enc,event_day_recap_enc,event_month_recap_enc,event_year_recap_enc,iso_country_recap_enc,iso_subdivision_recap_enc,lat_dd_recap_enc,lon_dd_recap_enc,coordinates_precision_code_recap_enc,band_type_code_recap_enc,species_name_recap_enc,species_id_recap_enc,bird_status_recap_enc,extra_info_code_recap_enc,age_code_recap_enc,sex_code_recap_enc,permit_recap_enc,band_status_code_recap_enc,how_obtained_code_recap_enc,who_obtained_code_recap_enc,reporting_method_recap_enc,present_condition_recap_enc,min_age_at_enc_recap_enc,record_source_recap_enc,record_id_recap_enc,species_scientific_name_recap_enc,distance_km
B36833743793,B36833743793,,B,08/23/2009,23,8,2009,US,US-LA,30.41667,-90.08333,10,11,Ruby-throated Hummingbird,4280,3,08,2.0,4.0,P2722567,0,,,,,,B,-61879983,Archilochus colubris,B36833743793,,E,04/02/2010,2,4,2010,US,US-MS,30.375,-89.599,0,11,RUBY-THRT HUMMER,4280,,,,,,,0.0,22.0,7.0,4.0,0.83,E,-8805854,Archilochus colubris,46.7732681158441
B36833745865,B36833745865,,B,01/12/2009,12,1,2009,US,US-LA,30.41667,-90.08333,10,11,Rufous Hummingbird,4330,3,08,5.0,4.0,P2722567,0,,,,,,B,-61743303,Selasphorus rufus,B36833745865,,E,01/27/2010,27,1,2010,US,US-AR,34.76417,-92.31556,0,11,RUFOUS HUMMINGBIRD,4330,,,,,,,66.0,23.0,7.0,7.0,1.58,E,-8732999,Selasphorus rufus,525.6577007277285
B36833826838,B36833826838,,B,09/10/2011,10,9,2011,US,US-SC,32.6025,-80.19417,0,11,Ruby-throated Hummingbird,4280,3,00,1.0,4.0,P7727252,0,,,,,,B,-37126323,Archilochus colubris,B36833826838,,E,02/21/2013,21,2,2013,US,US-FL,29.28145,-81.08641,0,11,Ruby-throated Hummingbird,4280,,,,,,,66.0,23.0,7.0,7.0,2.67,E,-8656278,Archilochus colubris,377.9379952536332
B36833865868,B36833865868,,B,10/20/2009,20,10,2009,US,US-OH,40.75,-82.25,10,11,Rufous Hummingbird,4330,3,00,1.0,5.0,P7724087,0,,,,,,B,-61352298,Selasphorus rufus,B36833865868,,E,12/18/2010,18,12,2010,US,US-FL,30.45611,-87.19389,0,11,RUFOUS HUMMINGBIRD,4330,,,,,,,66.0,23.0,7.0,7.0,2.5,E,-8772080,Selasphorus rufus,1226.271991439116
B36833901541,B36833901541,,B,09/07/2009,7,9,2009,US,US-AL,30.58333,-87.91667,10,11,Rufous Hummingbird,4330,3,08,1.0,4.0,P2723703,0,,,,,,B,-36875853,Selasphorus rufus,B36833901541,,E,02/06/2010,6,2,2010,US,US-LA,29.91667,-90.25,10,11,RUFOUS HUMMINGBIRD,4330,,,,,,,66.0,23.0,7.0,7.0,1.67,E,-8879834,Selasphorus rufus,236.40976726871486
B36833967627,B36833967627,,B,08/09/2009,9,8,2009,US,US-ID,43.58333,-116.08333,10,11,Rufous Hummingbird,4330,3,00,2.0,4.0,P2723703,0,,,,,,B,-62273454,Selasphorus rufus,B36833967627,,E,08/10/2010,10,8,2010,US,US-CO,37.775,-108.09167,1,11,RUFOUS HUMMINGBIRD,4330,,,,,,,66.0,23.0,7.0,7.0,1.17,E,-8807071,Selasphorus rufus,933.2358335231509
B36933187386,B36933187386,,B,05/05/1999,5,5,1999,US,US-MD,39.22455,-75.98487,0,11,Ruby-throated Hummingbird,4280,3,00,1.0,4.0,P4749749,0,,,,,,B,-37271994,Archilochus colubris,B36933187386,,E,06/13/1999,13,6,1999,CA,CA-QC,45.08333,-72.08333,10,11,,4280,,,,,,,0.0,21.0,6.0,5.0,1.0,E,-12643515,Archilochus colubris,726.0550909973482
B36933279383,B36933279383,,B,04/21/2001,21,4,2001,US,US-TX,27.91667,-97.58333,10,11,Ruby-throated Hummingbird,4280,3,00,1.0,4.0,P1711771,0,,,,,,B,-75953475,Archilochus colubris,B36933279383,,E,05/21/2001,21,5,2001,US,US-IL,38.75,-87.91667,10,11,,4280,,,,,,,13.0,21.0,6.0,4.0,0.92,E,-12640810,Archilochus colubris,1499.1690739020294
B36933302396,B36933302396,,B,11/29/2001,29,11,2001,US,US-VA,37.41667,-77.75,10,11,Rufous Hummingbird,4330,3,00,2.0,5.0,P1711251,0,,,,,,B,-37018323,Selasphorus rufus,B36933302396,,E,08/01/2002,1,8,2002,US,US-MT,45.25,-109.25,10,11,,4330,,,,,,,66.0,23.0,6.0,7.0,1.17,E,-9317612,Selasphorus rufus,2756.1715453911443
B36933535065,B36933535065,,B,11/30/2006,30,11,2006,US,US-AR,34.75,-92.41667,10,11,Rufous Hummingbird,4330,3,00,1.0,5.0,P5715345,0,,,,,,B,-63291924,Selasphorus rufus,B36933535065,,E,02/21/2008,21,2,2008,US,US-TX,33.41667,-94.08333,10,11,RUFOUS HUMMINGBIRD,4330,,,,,,,66.0,23.0,7.0,7.0,2.67,E,-12393554,Selasphorus rufus,213.38341414705778
B36933551301,B36933551301,,B,09/06/2000,6,9,2000,US,US-TX,28.75,-97.08333,10,11,Ruby-throated Hummingbird,4280,3,00,2.0,5.0,P1711771,0,,,,,,B,-54594564,Archilochus colubris,B36933551301,,E,06/19/2001,19,6,2001,US,US-VA,38.41667,-77.41667,10,11,,4280,,,,,,,0.0,21.0,6.0,5.0,1.0,E,-12636501,Archilochus colubris,2110.5297491441715
B36933707066,B36933707066,,B,11/24/2000,24,11,2000,US,US-LA,29.91667,-90.08333,10,11,Rufous Hummingbird,4330,3,08,1.0,5.0,P4744824,0,,,,,,B,-57274791,Selasphorus rufus,B36933707066,,E,12/01/2001,1,12,2001,US,US-MO,38.575,-90.425,1,11,Rufous Hummingbird,4330,3,00,6.0,5.0,P7721292,,66.0,23.0,14.0,7.0,2.5,R,-32233158,Selasphorus rufus,960.9612160397506
B36933743864,B36933743864,,B,09/14/1995,14,9,1995,US,US-OK,36.58333,-95.08333,10,11,Ruby-throated Hummingbird,4280,3,00,2.0,4.0,P1713087,0,,,,,,B,-37053563,Archilochus colubris,B36933743864,,E,06/22/1997,22,6,1997,US,US-MN,48.25,-97.08333,10,11,,4280,,,,,,,0.0,21.0,1.0,5.0,2.0,E,-12851107,Archilochus colubris,1306.240837666915
B36933921069,B36933921069,,B,12/02/2000,2,12,2000,US,US-NC,35.25,-82.41667,10,11,Rufous Hummingbird,4330,3,00,2.0,4.0,P7723572,0,,,,,,B,-75940088,Selasphorus rufus,B36933921069,,E,11/01/2001,1,11,2001,US,US-MI,42.91667,-83.41667,10,11,,4330,,,,,,,66.0,21.0,6.0,7.0,1.42,E,-11363389,Selasphorus rufus,855.5011024009408
B36933935703,B36933935703,,B,12/08/2000,8,12,2000,US,US-AL,31.25,-85.41667,10,11,Rufous Hummingbird,4330,3,00,1.0,5.0,P2723703,0,,,,,,B,-65213989,Selasphorus rufus,B36933935703,,E,11/28/2001,28,11,2001,US,US-LA,30.25,-92.08333,10,11,,4330,,,,,,,66.0,23.0,6.0,7.0,2.42,E,-9375111,Selasphorus rufus,647.7958228099
B36933935943,B36933935943,,B,11/30/2000,30,11,2000,US,US-FL,30.41667,-87.41667,10,11,Rufous Hummingbird,4330,3,00,2.0,4.0,P2723703,0,,,,,,B,-37010895,Selasphorus rufus,B36933935943,,E,09/04/2001,4,9,2001,US,US-AL,30.37722,-87.46722,0,11,Rufous Hummingbird,4330,3,00,1.0,4.0,P2723703,,66.0,23.0,14.0,7.0,1.25,R,-31807505,Selasphorus rufus,6.53646037572862
B40933043090,B40933043090,,B,12/16/2006,16,12,2006,US,US-FL,30.41667,-87.41667,10,11,Ruby-throated Hummingbird,4280,3,00,2.0,5.0,P2723703,0,,,,,,B,-63869023,Archilochus colubris,B40933043090,,E,12/28/2007,28,12,2007,US,US-AL,30.37722,-87.46722,0,11,Ruby-throated Hummingbird,4280,3,00,1.0,5.0,P2723703,,66.0,23.0,14.0,7.0,1.5,R,-31805889,Archilochus colubris,6.53646037572862
B40933043090,B40933043090,,B,12/16/2006,16,12,2006,US,US-FL,30.41667,-87.41667,10,11,Ruby-throated Hummingbird,4280,3,00,2.0,5.0,P2723703,0,,,,,,B,-63869023,Archilochus colubris,B40933043090,,E,01/05/2010,5,1,2010,US,US-AL,30.37722,-87.46722,0,11,Ruby-throated Hummingbird,4280,3,00,1.0,5.0,P2723703,,66.0,23.0,14.0,7.0,3.58,R,-31804699,Archilochus colubris,6.53646037572862
B40933261439,B40933261439,,B,09/14/2007,14,9,2007,US,US-LA,31.08333,-92.41667,10,11,Ruby-throated Hummingbird,4280,3,00,2.0,5.0,P2723252,0,,,,,,B,-62581311,Archilochus colubris,B40933261439,,E,09/13/2008,13,9,2008,US,US-TX,29.58333,-95.41667,10,11,RUBY-THRT HUMMER,4280,,,,,,,0.0,23.0,7.0,5.0,1.25,E,-12358264,Archilochus colubris,332.95862381375144
B40933429560,B40933429560,,B,08/06/2008,6,8,2008,US,US-WA,47.39167,-121.39167,1,11,Rufous Hummingbird,4330,3,00,1.0,5.0,P8833768,0,,,,,,B,-63026234,Selasphorus rufus,B40933429560,,E,09/02/2008,2,9,2008,US,US-CA,34.08333,-118.75,10,11,HUMMINGBIRD,4330,,,,,,,3.0,21.0,7.0,5.0,1.25,E,-12384471,Selasphorus rufus,1494.3922426328536
B40933462522,B40933462522,,B,08/10/2007,10,8,2007,US,US-MT,45.91667,-114.08333,10,11,Rufous Hummingbird,4330,3,00,2.0,5.0,P1721047,0,,,,,,B,-36875964,Selasphorus rufus,B40933462522,,E,05/15/2009,15,5,2009,US,US-AK,60.58333,-145.75,10,11,RUFOUS HUMMINGBIRD,4330,,,,,,,0.0,23.0,7.0,4.0,1.92,E,-8803684,Selasphorus rufus,2627.4322041231585
B40933945579,B40933945579,,B,08/01/2008,1,8,2008,US,US-MT,46.25,-114.08333,10,11,Rufous Hummingbird,4330,3,00,2.0,5.0,P1721047,0,,,,,,B,-37010594,Selasphorus rufus,B40933945579,,E,08/12/2008,12,8,2008,US,US-WY,43.50833,-109.54167,1,11,RUFOUS HUMMINGBIRD,4330,,,,,,,66.0,23.0,7.0,7.0,0.17,E,-12333535,Selasphorus rufus,470.60605170129935
B41933409801,B41933409801,,B,09/21/1991,21,9,1991,US,US-AZ,31.41667,-110.25,10,11,Rufous Hummingbird,4330,3,00,2.0,4.0,P4743567,0,,,,,,B,-36882268,Selasphorus rufus,B41933409801,,E,05/24/1992,24,5,1992,US,US-WA,46.25,-122.75,10,11,,4330,,,,,,,13.0,22.0,1.0,3.0,0.92,E,-13066715,Selasphorus rufus,1966.8068271879358
B41933549574,B41933549574,,B,08/28/1992,28,8,1992,US,US-OK,36.58333,-94.75,10,11,Ruby-throated Hummingbird,4280,3,00,1.0,4.0,P1713087,0,,,,,,B,-75723791,Archilochus colubris,B41933549574,,E,06/22/1993,22,6,1993,US,US-MN,46.75,-92.41667,10,11,,4280,,,,,,,0.0,21.0,1.0,5.0,2.0,E,-13020032,Archilochus colubris,1145.6346897171043
B41933944531,B41933944531,,B,09/07/1996,7,9,1996,US,US-MD,39.08333,-76.91667,10,11,Ruby-throated Hummingbird,4280,3,00,0.0,0.0,P8988969,0,,,,,,B,-37054678,Archilochus colubris,B41933944531,,E,06/06/1997,6,6,1997,US,US-PA,39.91667,-75.25,10,11,,4280,,,,,,,13.0,23.0,6.0,5.0,1.0,E,-12864065,Archilochus colubris,170.61505833568515
B42833404523,B42833404523,,B,10/02/2021,2,10,2021,US,US-LA,30.39917,-92.07333,0,11,Ruby-throated Hummingbird,4280,3,08,2.0,4.0,P4744824,0,,,,,,B,16718930,Archilochus colubris,B42833404523,,E,05/25/2022,25,5,2022,US,US-TN,35.04703,-89.08784,11,11,RUBY-THROATED HUMMINGBIRD,4280,,,,,,,12.0,21.0,7.0,3.0,0.92,E,858543,Archilochus colubris,586.440275251624
B42833479434,B42833479434,,B,08/04/2022,4,8,2022,US,US-WY,44.62611,-107.07833,0,11,Rufous Hummingbird,4330,3,00,2.0,5.0,P1721047,0,,,,,,B,16882668,Selasphorus rufus,B42833479434,,E,12/16/2022,16,12,2022,US,US-LA,30.56886,-91.08952,0,11,RufousHummingbird,4330,,,,,,,52.0,21.0,7.0,13.0,0.5,E,1002877,Selasphorus rufus,2096.4717954891516
B43833458204,B43833458204,,B,12/05/2020,5,12,2020,US,US-AL,30.86639,-88.03639,0,11,Rufous Hummingbird,4330,3,00,2.0,4.0,P2723703,0,,,,,,B,14082374,Selasphorus rufus,B43833458204,,E,10/09/2021,9,10,2021,US,US-TX,29.98667,-94.01786,0,11,RUFOUS HUMMINGBIRD,4330,,,,,,,52.0,21.0,7.0,13.0,1.33,E,718505,Selasphorus rufus,582.7854034228836
B43933407889,B43933407889,,B,09/18/2007,18,9,2007,US,US-AL,33.41667,-86.25,10,11,Ruby-throated Hummingbird,4280,3,00,2.0,4.0,P7721052,0,,,,,,B,-63327736,Archilochus colubris,B43933407889,,E,10/01/2007,1,10,2007,US,US-TX,28.75,-95.91667,10,11,RUBY-THRT HUMMER,4280,,,,,,,66.0,23.0,7.0,7.0,0.33,E,-12404675,Archilochus colubris,1056.886330370119
B44833411888,B44833411888,,B,08/09/2014,9,8,2014,US,US-ID,42.67556,-112.74861,0,11,Rufous Hummingbird,4330,3,00,2.0,5.0,P2729167,0,,,,,,B,-36881263,Selasphorus rufus,B44833411888,,E,05/15/2018,15,5,2018,CA,CA-BC,49.51667,-120.7,11,11,Rufous Hummingbird,4330,,,,,,,0.0,23.0,12.0,3.0,3.92,E,-8530798,Selasphorus rufus,976.7654069629743
B44933007049,B44933007049,,B,09/09/2002,9,9,2002,US,US-IL,37.41667,-89.25,10,11,Ruby-throated Hummingbird,4280,3,00,2.0,5.0,P9992049,0,,,,,,B,-37238570,Archilochus colubris,B44933007049,,E,07/05/2003,5,7,2003,US,US-MN,47.25,-92.41667,10,11,,4280,,,,,,,0.0,21.0,6.0,5.0,1.08,E,-9293393,Archilochus colubris,1122.7694488247182
B44933066246,B44933066246,,B,12/02/2003,2,12,2003,US,US-MS,30.41667,-88.58333,10,11,Rufous Hummingbird,4330,3,00,2.0,5.0,P7724447,0,,,,,,B,-36884543,Selasphorus rufus,B44933066246,,E,02/12/2005,12,2,2005,US,US-LA,30.41667,-90.08333,10,11,,4330,,,,,,,66.0,23.0,7.0,7.0,1.67,E,-11209115,Selasphorus rufus,144.11993238933792
B44933347739,B44933347739,,B,07/16/2005,16,7,2005,US,US-MS,30.75,-89.75,10,11,Ruby-throated Hummingbird,4280,3,00,2.0,4.0,P7724447,0,,,,,,B,-64569183,Archilochus colubris,B44933347739,,E,08/04/2005,4,8,2005,US,US-LA,30.41667,-90.08333,10,11,Ruby-thrt Hummer,4280,,,,,,,66.0,23.0,7.0,7.0,0.17,E,-12551227,Archilochus colubris,48.86493385170349
B44933351683,B44933351683,,B,01/16/2004,16,1,2004,US,US-LA,30.08333,-90.75,10,11,Rufous Hummingbird,4330,3,08,6.0,5.0,P4744824,0,,,,,,B,-36879860,Selasphorus rufus,B44933351683,,E,12/14/2006,14,12,2006,US,US-AL,33.75,-86.75,10,11,Rufous Hummingbird,4330,,,,,,,66.0,23.0,7.0,7.0,4.5,E,-12478083,Selasphorus rufus,555.2542614953041
B44933382642,B44933382642,,B,01/13/2007,13,1,2007,US,US-MS,30.465,-89.43167,0,11,Rufous Hummingbird,4330,3,00,5.0,5.0,P2720191,0,,,,,,B,-36975625,Selasphorus rufus,B44933382642,,E,02/14/2010,14,2,2010,US,US-LA,30.71639,-90.15194,0,11,RUFOUS HUMMINGBIRD,4330,,,,,,,66.0,23.0,7.0,7.0,3.67,E,-8888162,Selasphorus rufus,74.49067761061215
B44933629283,B44933629283,,B,12/07/2002,7,12,2002,US,US-LA,30.08333,-90.41667,10,11,Ruby-throated Hummingbird,4280,3,08,2.0,4.0,P4744824,0,,,,,,B,-37234111,Archilochus colubris,B44933629283,,E,01/28/2003,28,1,2003,US,US-MS,30.41667,-88.75,10,11,,4280,,,,,,,66.0,23.0,1.0,7.0,0.58,E,-9233393,Archilochus colubris,164.60576921959267
B44933681204,B44933681204,,B,08/12/2006,12,8,2006,US,US-CO,39.05028,-108.42139,0,11,Rufous Hummingbird,4330,3,00,1.0,5.0,P2724692,0,,,,,,B,-36881998,Selasphorus rufus,B44933681204,,E,07/18/2007,18,7,2007,US,US-MT,46.41667,-114.25,10,11,RUFOUS HUMMINGBIRD,4330,,,,,,,53.0,23.0,7.0,7.0,2.08,E,-12460647,Selasphorus rufus,946.7115971538065
B44933843413,B44933843413,,B,09/21/2005,21,9,2005,US,US-TX,29.08333,-95.58333,10,11,Ruby-throated Hummingbird,4280,3,00,1.0,5.0,P1711771,0,,,,,,B,-37127095,Archilochus colubris,B44933843413,,E,05/21/2007,21,5,2007,CA,CA-QC,45.37052,-72.02763,0,11,RUBY-THRT HUMMER,4280,,,,,,,53.0,23.0,7.0,7.0,2.92,E,-12441447,Archilochus colubris,2744.800263000988
B44933844533,B44933844533,,B,04/28/2004,28,4,2004,US,US-TX,28.58333,-96.08333,10,11,Ruby-throated Hummingbird,4280,3,00,1.0,6.0,P1711771,0,,,,,,B,-75764353,Archilochus colubris,B44933844533,,E,06/09/2008,9,6,2008,US,US-OK,36.58333,-94.75,10,11,RUBY-THRT HUMMER,4280,,,,,,,66.0,23.0,7.0,7.0,5.0,E,-12385246,Archilochus colubris,895.939658879211
B44933896568,B44933896568,,B,01/28/2010,28,1,2010,US,US-GA,34.22167,-84.34056,0,11,Rufous Hummingbird,4330,3,00,1.0,5.0,P2722572,0,,,,,,B,-17643902,Selasphorus rufus,B44933896568,,E,12/06/2010,6,12,2010,US,US-WI,42.58333,-88.58333,10,11,RUBY-THROATED HUMMINGBIRD,4330,,,,,,,3.0,21.0,7.0,10.0,1.5,E,-8745316,Selasphorus rufus,999.0710653114877
B44933959203,B44933959203,,B,11/03/2012,3,11,2012,US,US-MD,38.56694,-76.52528,0,11,Rufous Hummingbird,4330,3,00,2.0,5.0,P6716515,0,,,,,,B,-59200474,Selasphorus rufus,B44933959203,,E,11/12/2013,12,11,2013,US,US-PA,41.21157,-76.55025,0,11,Rufous Hummingbird,4330,,,,,P2712102,,66.0,23.0,7.0,7.0,1.42,E,-8588534,Selasphorus rufus,293.6477539191251
B45933437323,B45933437323,,B,09/14/2001,14,9,2001,US,US-OK,36.58333,-94.75,10,11,Ruby-throated Hummingbird,4280,3,00,2.0,4.0,P1713087,0,,,,,,B,-75798994,Archilochus colubris,B45933437323,,E,05/07/2003,7,5,2003,US,US-KS,38.08333,-95.58333,10,11,,4280,,,,,,,0.0,21.0,1.0,5.0,1.92,E,-11242479,Archilochus colubris,182.11892495974354
B45933492522,B45933492522,,B,01/29/2003,29,1,2003,US,US-TX,29.08333,-95.58333,10,11,Rufous Hummingbird,4330,3,00,5.0,4.0,P1711771,0,,,,,,B,-36894330,Selasphorus rufus,B45933492522,,E,12/09/2003,9,12,2003,US,US-OK,35.25,-97.41667,10,11,,4330,,,,,,,3.0,21.0,6.0,4.0,1.5,E,-9221018,Selasphorus rufus,705.3035402727462
B46833334303,B46833334303,,B,12/17/2011,17,12,2011,US,US-LA,29.99167,-90.15833,1,11,Ruby-throated Hummingbird,4280,3,08,2.0,4.0,P4744824,0,,,,,,B,-59999791,Archilochus colubris,B46833334303,,E,01/12/2012,12,1,2012,US,US-FL,30.45833,-84.32917,0,11,Unknown,4280,,,,,,,66.0,23.0,7.0,7.0,0.58,E,-8704115,Archilochus colubris,563.4761260486562
B46933143811,B46933143811,,B,05/27/1998,27,5,1998,US,US-OH,41.58333,-83.08333,10,11,Ruby-throated Hummingbird,4280,3,00,1.0,4.0,P9984184,0,,,,,,B,-37291435,Archilochus colubris,B46933143811,,E,06/06/1999,6,6,1999,US,US-MI,41.75,-83.58333,10,11,,4280,,,,,,,0.0,21.0,6.0,5.0,2.0,E,-11405251,Archilochus colubris,45.57004535640002
B46933685436,B46933685436,,B,09/17/2006,17,9,2006,US,US-SC,34.91667,-81.25,10,11,Ruby-throated Hummingbird,4280,3,08,2.0,4.0,P7747094,0,,,,,,B,-62715942,Archilochus colubris,B46933685436,,E,10/01/2006,1,10,2006,US,US-AL,32.25,-87.91667,10,11,RUBY-THRT HUMMER,4280,,,,,,,0.0,22.0,7.0,4.0,0.33,E,-12341559,Archilochus colubris,685.7210852844623
B46933934146,B46933934146,,B,01/05/2001,5,1,2001,US,US-FL,30.41667,-84.25,10,11,Rufous Hummingbird,4330,3,00,5.0,4.0,P2723703,0,,,,,,B,-75963379,Selasphorus rufus,B46933934146,,E,01/10/2004,10,1,2004,US,US-GA,33.75,-84.25,10,11,,4330,,,,,,,66.0,23.0,7.0,7.0,3.58,E,-9223266,Selasphorus rufus,369.6276571928114
B50833651256,B50833651256,,B,09/08/2011,8,9,2011,US,US-IL,37.35083,-89.33528,0,11,Ruby-throated Hummingbird,4280,3,00,2.0,5.0,P7721981,0,,,,,,B,-37128121,Archilochus colubris,B50833651256,,E,09/09/2012,9,9,2012,US,US-AR,34.46128,-93.00395,0,11,Ruby-throated Hummingbird,4280,,,,,,,64.0,21.0,7.0,10.0,1.25,E,-8714361,Archilochus colubris,460.86625092365114
B50933189518,B50933189518,,B,11/14/2008,14,11,2008,US,US-LA,30.00833,-90.19167,1,11,Rufous Hummingbird,4330,3,08,2.0,5.0,P4744824,0,,,,,,B,-61616862,Selasphorus rufus,B50933189518,,E,05/03/2009,3,5,2009,US,US-WA,48.0075,-122.3775,0,11,RUFOUS HUMMINGBIRD,4330,,,,,,,66.0,23.0,7.0,7.0,0.92,E,-8816532,Selasphorus rufus,3389.902770026577
B51933153973,B51933153973,,B,08/05/1991,5,8,1991,US,US-CO,40.75,-106.91667,10,11,Rufous Hummingbird,4330,3,08,1.0,5.0,P9993769,0,,,,,,B,-36883892,Selasphorus rufus,B51933153973,,E,06/21/1993,21,6,1993,US,US-AK,55.91667,-131.58333,10,11,,4330,,,,,,,13.0,21.0,1.0,4.0,3.0,E,-13027038,Selasphorus rufus,2462.9575916883105
B53833459173,B53833459173,,B,01/06/2019,6,1,2019,US,US-AL,31.01306,-87.49167,0,11,Rufous Hummingbird,4330,3,00,5.0,4.0,P2723703,0,,,,,,B,-14400882,Selasphorus rufus,B53833459173,,E,07/27/2020,27,7,2020,US,US-CO,38.74785,-104.83185,0,11,RUFOUS HUMMINGBIRD,4330,,,,,,,29.0,21.0,13.0,13.0,2.08,E,568486,Selasphorus rufus,1798.2296063357426
B53833591009,B53833591009,,B,07/29/2017,29,7,2017,US,US-CO,40.37222,-105.86222,0,11,Rufous Hummingbird,4330,3,00,1.0,5.0,P2722447,0,,,,,,B,-16316190,Selasphorus rufus,B53833591009,,E,08/25/2017,25,8,2017,US,US-TX,30.70083,-104.115,0,11,Rufous Hummingbird,4330,,,,,,,66.0,23.0,7.0,7.0,1.17,E,-9864764,Selasphorus rufus,1084.6192294249142
B53933824558,B53933824558,,B,09/18/2006,18,9,2006,US,US-TX,29.08333,-95.58333,10,11,Ruby-throated Hummingbird,4280,3,00,1.0,5.0,P1711771,0,,,,,,B,-37060160,Archilochus colubris,B53933824558,,E,05/01/2007,1,5,2007,US,US-GA,34.58333,-84.75,10,11,RUBY-THRT HUMMER,4280,,,,,,,0.0,23.0,7.0,5.0,1.92,E,-12482301,Archilochus colubris,1192.062595947403
B54933629592,B54933629592,,B,10/18/2002,18,10,2002,US,US-LA,29.91667,-90.08333,10,11,Rufous Hummingbird,4330,3,08,2.0,5.0,P4744824,0,,,,,,B,-65136086,Selasphorus rufus,B54933629592,,E,02/28/2004,28,2,2004,US,US-MS,30.41667,-88.91667,10,11,,4330,,,,,,,66.0,21.0,7.0,7.0,1.67,E,-11332567,Selasphorus rufus,125.30278982564434
B55833024802,B55833024802,,B,07/19/2011,19,7,2011,CA,CA-BC,53.14306,-119.85,0,11,Rufous Hummingbird,4330,3,00,2.0,0.0,P3839448,0,,,,,,B,-36885263,Selasphorus rufus,B55833024802,,E,12/28/2011,28,12,2011,US,US-AL,30.40833,-87.69167,0,11,RUFOUS HUMMINGBIRD,4330,,,,,,,66.0,23.0,7.0,7.0,0.5,E,-8941548,Selasphorus rufus,3622.0040781590583
B55833024802,B55833024802,,B,07/19/2011,19,7,2011,CA,CA-BC,53.14306,-119.85,0,11,Rufous Hummingbird,4330,3,00,2.0,0.0,P3839448,0,,,,,,B,-36885263,Selasphorus rufus,B55833024802,,E,12/19/2012,19,12,2012,US,US-AL,30.4162,-87.68698,0,11,Rufous Hummingbird,4330,,,,,P2723703,,66.0,23.0,7.0,7.0,1.5,E,-8633183,Selasphorus rufus,3621.5708755319683
B55833160723,B55833160723,,B,06/08/2021,8,6,2021,CA,CA-BC,50.15222,-116.15444,0,11,Rufous Hummingbird,4330,3,00,1.0,4.0,P3839448,0,,,,,,B,15726268,Selasphorus rufus,B55833160723,,E,06/11/2021,11,6,2021,CA,CA-AB,50.37964,-114.6522,0,11,RUFOUS HUMMINGBIRD,4330,,,,,P3839653,,66.0,23.0,7.0,7.0,1.0,E,660173,Selasphorus rufus,110.05359220178536
B55833389525,B55833389525,,B,11/05/2011,5,11,2011,US,US-GA,32.69167,-85.075,1,11,Rufous Hummingbird,4330,3,00,2.0,4.0,P2723703,0,,,,,,B,-60602648,Selasphorus rufus,B55833389525,,E,11/26/2011,26,11,2011,US,US-LA,30.41667,-91.08333,10,11,RUFOUS HUMMINGBIRD,4330,,,,,,,66.0,23.0,7.0,7.0,0.42,E,-12196249,Selasphorus rufus,623.6184298058995
B55933400400,B55933400400,,B,11/10/2001,10,11,2001,US,US-TN,35.25,-85.91667,10,11,Rufous Hummingbird,4330,3,00,1.0,5.0,P1711647,0,,,,,,B,-36884827,Selasphorus rufus,B55933400400,,E,01/05/2002,5,1,2002,US,US-FL,30.41667,-87.25,10,11,,4330,,,,,,,66.0,23.0,1.0,7.0,1.58,E,-11365721,Selasphorus rufus,550.3508888350876
B55933408084,B55933408084,,B,04/08/2002,8,4,2002,US,US-TX,28.75,-97.08333,10,11,Ruby-throated Hummingbird,4280,3,00,1.0,5.0,P1711771,0,,,,,,B,-37233209,Archilochus colubris,B55933408084,,E,06/03/2002,3,6,2002,US,US-GA,33.58333,-83.58333,10,11,,4280,,,,,,,66.0,23.0,7.0,7.0,1.0,E,-11374668,Archilochus colubris,1392.6848507316956
B55933865905,B55933865905,,B,03/02/2003,2,3,2003,US,US-LA,30.41667,-90.08333,10,11,Rufous Hummingbird,4330,3,08,5.0,5.0,P4744824,0,,,,,,B,-36881130,Selasphorus rufus,B55933865905,,E,01/19/2004,19,1,2004,US,US-AL,30.75,-88.08333,10,11,,4330,,,,,,,66.0,23.0,7.0,7.0,1.58,E,-9211924,Selasphorus rufus,195.35780924869843
B56833861516,B56833861516,,B,08/06/2010,6,8,2010,US,US-OK,36.58333,-94.75,10,11,Ruby-throated Hummingbird,4280,3,00,2.0,4.0,P1713087,0,,,,,,B,-61222963,Archilochus colubris,B56833861516,,E,09/10/2010,10,9,2010,US,US-TX,30.08333,-98.41667,10,11,RUBY-THROATED HUMMINGBIRD,4280,,,,,,,0.0,22.0,62.0,3.0,0.25,E,-8799580,Archilochus colubris,797.4704659811625
